price,para1,loc1_0,loc1_1,loc1_2,loc1_3,loc1_6,loc1_7,dow_Mon,dow_Thu,dow_Tue
10.103043130405974,2.5323766675636965,2.586949495507729,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,1.9395630337539331,-0.43643578047198484
1.5230109363128659,-0.30449039841505243,2.586949495507729,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,1.9395630337539331,-0.43643578047198484
-0.04139342990335844,-1.2501127537413022,-0.3865556717425342,2.45809957510406,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,2.2912878474779204
-0.7026365125308347,1.586754312237447,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.18654435048012152,-1.2501127537413022,-0.3865556717425342,2.45809957510406,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,1.9395630337539331,-0.43643578047198484
-0.18654435048012152,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,2.542181458347177,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.08977707009561281,-1.2501127537413022,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,2.935197542821371,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
0.7166169331086266,-1.2501127537413022,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,1.9395630337539331,-0.43643578047198484
0.13601325080157423,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.871979253203725,1.586754312237447,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.3478231511209694,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,3.260047081982742,-0.2867944948060932,-0.3406925719346234,1.840099158274005,-0.515580046947248,-0.43643578047198484
-0.9929383536843609,-0.30449039841505243,2.586949495507729,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,1.840099158274005,-0.515580046947248,-0.43643578047198484
0.45857085208327,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,2.2912878474779204
-0.5794517646013552,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,2.935197542821371,-0.5434489742052762,-0.515580046947248,2.2912878474779204
0.26503629131425255,1.586754312237447,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,3.260047081982742,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.672638655611637,-1.2501127537413022,-0.3865556717425342,2.45809957510406,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,1.9395630337539331,-0.43643578047198484
0.7811284533649657,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,2.935197542821371,-0.5434489742052762,1.9395630337539331,-0.43643578047198484
0.3940593318269308,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,2.2912878474779204
-0.3478231511209694,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,1.9395630337539331,-0.43643578047198484
-0.7510201527230891,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
0.45857085208327,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.9391680015507021,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,2.2912878474779204
0.13601325080157423,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,2.2912878474779204
-0.5687105964786747,1.586754312237447,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.8961710732998522,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,2.542181458347177,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,2.2912878474779204
-0.5091019517618173,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,1.840099158274005,-0.515580046947248,-0.43643578047198484
0.13601325080157423,1.586754312237447,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
1.748801257210053,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,3.486817278958291,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.7778892009098544,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,1.9395630337539331,-0.43643578047198484
0.23278053118608294,2.5323766675636965,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,3.260047081982742,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,1.9395630337539331,-0.43643578047198484
-0.6703807524026651,-0.30449039841505243,-0.3865556717425342,2.45809957510406,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
0.13601325080157423,1.586754312237447,-0.3865556717425342,2.45809957510406,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.6918953444081543,1.586754312237447,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.18654435048012152,-0.30449039841505243,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,2.935197542821371,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
-0.3478231511209694,11.042977865499944,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.2867944948060932,-0.3406925719346234,-0.5434489742052762,-0.515580046947248,-0.43643578047198484
