para1_scale,para2_scale,para4_scale,price_scale,loc1_0_scale,loc1_1_scale,loc1_2_scale,loc1_3_scale,loc1_4_scale,loc1_5_scale,loc1_6_scale,loc1_7_scale,loc1_8_scale,loc1_9_scale,dow_Mon_scale,dow_Thu_scale,dow_Tue_scale,dow_Wed_scale,cluster_id,para1_y,para2_y,para4_y,price_y,loc1_0_y,loc1_1_y,loc1_2_y,loc1_3_y,loc1_4_y,loc1_5_y,loc1_6_y,loc1_7_y,loc1_8_y,loc1_9_y,dow_Mon_y,dow_Thu_y,dow_Tue_y,dow_Wed_y
2.5323766675636965,3.668885959537211,1.0100580600877316,10.103043130405974,2.586949495507729,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,1.9395630337539331,-0.43643578047198484,-0.534178849919949,4,1,662,3.8,73.49,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.30449039841505243,0.7371406638437163,1.0100580600877316,1.5230109363128659,2.586949495507729,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,1.9395630337539331,-0.43643578047198484,-0.534178849919949,4,1,340,9.2,300.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-1.2501127537413022,0.8240071911235236,1.0100580600877316,-0.04139342990335844,-0.3865556717425342,2.45809957510406,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,2.2912878474779204,-0.534178849919949,2,0,16,3.0,130.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.586754312237447,0.20725484743689218,-1.051916136273872,-0.7026365125308347,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,3.1415864173043695,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,-0.534178849919949,3,1,17,6.4,365.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.2501127537413022,-0.7395902999130067,1.0100580600877316,-0.18654435048012152,-0.3865556717425342,2.45809957510406,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,1.9395630337539331,-0.43643578047198484,-0.534178849919949,2,1,610,10.8,357.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.30449039841505243,1.0368301829590514,-0.686774872334838,-0.18654435048012152,-0.3865556717425342,-0.40681834459764166,2.542181458347177,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,1.872032185755497,0,1,483,13.6,550.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.2501127537413022,-0.30091433714998017,-1.6962830726368732,-0.08977707009561281,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,2.935197542821371,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,-0.534178849919949,7,1,214,3.0,210.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.2501127537413022,-0.5354539608054597,1.0100580600877316,0.7166169331086266,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,3.3022358947782497,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,1.9395630337539331,-0.43643578047198484,-0.534178849919949,5,1,452,3.0,366.67,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.30449039841505243,0.38533122836049705,0.022028757664463224,0.13601325080157423,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,3.1415864173043695,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,1.872032185755497,3,1,130,4.5,193.33,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.586754312237447,0.6676474420198706,-1.567409685364273,-0.871979253203725,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,3.34591122883132,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,-0.534178849919949,6,4,1004,13.2,1400.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.30449039841505243,0.09867168833713312,-1.3740996044553726,-0.3478231511209694,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,3.260047081982742,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,1.840099158274005,-0.515580046947248,-0.43643578047198484,-0.534178849919949,1,1,374,13.6,510.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.30449039841505243,-0.6744404044531513,-1.2237473193040056,-0.9929383536843609,2.586949495507729,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,1.840099158274005,-0.515580046947248,-0.43643578047198484,-0.534178849919949,4,1,440,13.6,400.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.30449039841505243,0.19856819470891146,1.0100580600877316,0.45857085208327,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,3.1415864173043695,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,2.2912878474779204,-0.534178849919949,3,1,659,13.6,800.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.30449039841505243,-1.147862978128101,-0.5149436893047044,-0.5794517646013552,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,2.935197542821371,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,2.2912878474779204,-0.534178849919949,7,1,292,6.0,400.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.586754312237447,-0.11849462986238499,1.0100580600877316,0.26503629131425255,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,3.260047081982742,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,-0.534178849919949,1,1,733,13.6,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1.2501127537413022,-1.929661723646366,0.2797755322096635,-0.672638655611637,-0.3865556717425342,2.45809957510406,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,1.9395630337539331,-0.43643578047198484,-0.534178849919949,2,0,269,13.6,360.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.30449039841505243,1.1584433211507814,1.0100580600877316,0.7811284533649657,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,2.935197542821371,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,1.9395630337539331,-0.43643578047198484,-0.534178849919949,7,3,55,2.7,180.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.30449039841505243,0.08564170924516204,0.9241424685726647,0.3940593318269308,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,3.6449573777637356,-0.5434489742052762,-0.515580046947248,2.2912878474779204,-0.534178849919949,7,1,473,5.0,380.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.30449039841505243,0.4113911865444392,-0.3645914041533374,-0.3478231511209694,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,3.3022358947782497,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,1.9395630337539331,-0.43643578047198484,-0.534178849919949,5,1,269,13.6,360.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.30449039841505243,-1.0088765344804091,-1.6533252768793396,-0.7510201527230891,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,3.3022358947782497,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,1.872032185755497,5,1,384,6.8,250.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.30449039841505243,0.28977804835270904,1.0100580600877316,0.45857085208327,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,3.6449573777637356,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,1.872032185755497,7,1,109,5.2,350.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.30449039841505243,0.5112876929162176,0.49456451099733056,-0.9391680015507021,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,3.6449573777637356,-0.5434489742052762,-0.515580046947248,2.2912878474779204,-0.534178849919949,7,1,448,9.2,380.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.30449039841505243,-0.38343753806579706,1.0100580600877316,0.13601325080157423,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,3.6449573777637356,-0.5434489742052762,-0.515580046947248,2.2912878474779204,-0.534178849919949,7,1,540,4.0,300.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.586754312237447,1.1367266893308297,-1.2237473193040056,-0.5687105964786747,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,3.34591122883132,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,-0.534178849919949,6,1,350,13.6,370.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.30449039841505243,-1.929661723646366,-1.567409685364273,-0.8961710732998522,-0.3865556717425342,-0.40681834459764166,2.542181458347177,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,2.2912878474779204,-0.534178849919949,0,1,109,4.8,310.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.30449039841505243,0.5373476511001597,-1.2237473193040056,-0.5091019517618173,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,3.1415864173043695,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,1.840099158274005,-0.515580046947248,-0.43643578047198484,-0.534178849919949,3,0,144,5.1,216.72,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.586754312237447,-0.24010776805411513,1.0100580600877316,0.13601325080157423,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,3.6449573777637356,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,-0.534178849919949,7,1,610,13.6,690.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.30449039841505243,1.8664055184812105,1.0100580600877316,1.748801257210053,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,3.486817278958291,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,1.872032185755497,0,1,414,1.6,236.67,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.30449039841505243,-0.4746473917095947,-1.137831727788939,-0.7778892009098544,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,3.6449573777637356,-0.5434489742052762,1.9395630337539331,-0.43643578047198484,-0.534178849919949,7,1,434,13.6,500.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2.5323766675636965,3.317076524053992,-1.0948739320314054,0.23278053118608294,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,3.260047081982742,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,1.9395630337539331,-0.43643578047198484,-0.534178849919949,1,3,550,8.8,641.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.30449039841505243,-0.7439336262769971,-1.051916136273872,-0.6703807524026651,-0.3865556717425342,2.45809957510406,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,1.872032185755497,2,1,620,12.8,367.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.586754312237447,-0.4225274753417103,1.0100580600877316,0.13601325080157423,-0.3865556717425342,2.45809957510406,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,-0.534178849919949,2,3,460,5.6,295.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.586754312237447,0.5938108938320344,1.783298383723333,-0.6918953444081543,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,-0.3406925719346234,3.34591122883132,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,-0.534178849919949,6,1,296,13.6,540.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.30449039841505243,1.0194568775030899,-1.3955785023341392,-0.18654435048012152,-0.3865556717425342,-0.40681834459764166,-0.39336295082970174,-0.3067440361603017,-0.3183105180528656,-0.3028251257220229,-0.2867944948060932,2.935197542821371,-0.2988722448411419,-0.27435163058436723,-0.5434489742052762,-0.515580046947248,-0.43643578047198484,1.872032185755497,7,1,236,8.8,380.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
